username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2016-02-02 16:15;0;0;"Everyone is sick !! If it isn't a bad head cold that lasts for weeks then it is the vomiting flu bug that lingers. Both are wipe outs!!!";;;;"694645347243659264";https://twitter.com/sparklers/status/694645347243659264
;2016-02-02 16:13;0;0;"I'm sick again? what the hell? I literally had the flu three weeks ago n now it's tonsilitis even the doctors receptionist said I sound bad";;;;"694644897844887552";https://twitter.com/aussiesaz13/status/694644897844887552
;2016-02-02 16:11;0;0;"Mamma & Son in for their Chiropractic Flu Shot ( Adjustment ). Home sick but still came in to… https://www. instagram.com/p/BBTNjXpzOjZ/";;;;"694644376383918080";https://twitter.com/Innate1895/status/694644376383918080
;2016-02-02 16:04;0;2;"I thought I was done being sick , but NO. NOW I HAVE THE STOMACH FLU";;;;"694642452976660480";https://twitter.com/jtkbeate/status/694642452976660480
;2016-02-02 16:01;0;1;"Having flu sucks, but coughing 24/7 is a sick ab workout #baregainz #ripped #flu";;;#baregainz #ripped #flu;"694641853472337920";https://twitter.com/bengregson98/status/694641853472337920
;2016-02-02 15:56;0;0;"Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic).";;;;"694640530081230848";https://twitter.com/CleSewingQueen/status/694640530081230848
;2016-02-02 15:52;0;0;"Sick season is upon us! Keep your troops on their feet by confining the sickie to just one space in the #home . #Flu pic.twitter.com/CY5UqpXC0D";;;#home #Flu;"694639444150726656";https://twitter.com/northstar_home/status/694639444150726656
;2016-02-02 15:49;0;0;"My gosh I loathe flu season. 3 people sick during our board room meeting";;;;"694638793157165056";https://twitter.com/chrissymiz/status/694638793157165056
;2016-02-02 15:49;0;0;"Sick , high on flu meds & working alone overnyt on a critical systems upgrade dat can bring down entire Airtel storage hehe, IBM ine ma jokes";;;;"694638788245610496";https://twitter.com/Tha_Realest_101/status/694638788245610496
;2016-02-02 15:48;0;0;"Miley Cyrus Sick With the Flu ! Singer Cancels Concert in Charlotte, More Shows May Be ... - http:// tve7.com/miley-cyrus-si ck-with-the-flu-singer-cancels-concert-in-charlotte-more-shows-may-be-affected/ … pic.twitter.com/fbPl0azhDb";;;;"694638620745928704";https://twitter.com/TVE7COM/status/694638620745928704
;2016-02-02 15:41;0;0;"The Flu : What to Do If You Get Sick http:// dlvr.it/KNqDdD";;;;"694636676803506180";https://twitter.com/challengerms/status/694636676803506180
;2016-02-02 15:37;0;0;"@maradoddsy7 he's sick with the poxy flu . Though it gave me a bit of a giggle tonight";;@maradoddsy7;;"694635794292707328";https://twitter.com/Noel_Dennan/status/694635794292707328
;2016-02-02 15:33;0;0;"Hope this flu shot doesn't make me sick";;;;"694634871021551616";https://twitter.com/_HaileyMarie24/status/694634871021551616
;2016-02-02 15:28;0;0;"Can't remember the last time I was this sick . Stomach flu is no joke, y'all! Managed to keep down a bottle of... http:// fb.me/4qzTOGP0w";;;;"694633427815956480";https://twitter.com/realtorstacyo/status/694633427815956480
;2016-02-02 15:24;0;0;"Sick and idk what with ... Is it a sinus infection , lung infection , flu idk .....";;;;"694632621238849537";https://twitter.com/Yousafzaixo/status/694632621238849537
;2016-02-02 15:23;0;0;"@Jester_Lulz hahaha exactly :D if im off sick with flu its a hot rum at 9 am lolol";;@Jester_Lulz;;"694632165900967936";https://twitter.com/h0t_p0ppy/status/694632165900967936
;2016-02-02 15:20;6;3;"Natural Cold & Flu Remedies for Sick Kids http:// ow.ly/XQDWP via @byjillee #KidsHealth pic.twitter.com/3vdoGnmEmh";;@byjillee;#KidsHealth;"694631481214386176";https://twitter.com/chiroone/status/694631481214386176
;2016-02-02 15:16;0;1;"Last week I was hungover and acted like I was sick bc I had the flu . Lol this week I think I really have the flu . Moral of the story- b real";;;;"694630572371615749";https://twitter.com/suitelifeoftoni/status/694630572371615749
;2016-02-02 15:13;0;1;"@UpcycledHomes it's been bad. 1st my manky eyes then straight after a flu virus that also made me feel v sick";;@UpcycledHomes;;"694629767203667969";https://twitter.com/RetroChicUnique/status/694629767203667969
;2016-02-02 15:11;0;3;"never walking home again while im sick bc this flu infection I have going on makes me lose breathe & I feel like I'm choking so I throw up";;;;"694629182643445761";https://twitter.com/katiussskita/status/694629182643445761
;2016-02-02 15:07;0;0;"1+1+1 equals 3 Mike pence says 1+1+1equals 0. Putnamville IN Inmates sick and 1 dead after working cleaning up dead turkeys with bird flu";;;;"694628264048984064";https://twitter.com/tedleew/status/694628264048984064
;2016-02-02 15:04;0;0;"@chelllssseeea heard u were sick and almost brought you a 16$ flu fixer juice from a little hipster cafe";;@chelllssseeea;;"694627535586496512";https://twitter.com/oliviabestt/status/694627535586496512
;2016-02-02 15:01;0;2;"My dad has pink eye and a bad cold and everyone I work with has stomach flu . I need a hazmat suit. Can. Not. Get. Sick .";;;;"694626666962907137";https://twitter.com/ElainaMcCall/status/694626666962907137
;2016-02-02 15:01;0;0;"been sick for 2days w/ the flu & the only thing I was looking forward 2 was Vip tix but wait they r $90 @RickyPDillon so I can't get them.";;@RickyPDillon;;"694626620934635520";https://twitter.com/MadisonX21/status/694626620934635520
;2016-02-02 14:57;0;0;"Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic).";;;;"694625709243781120";https://twitter.com/mmmmmmmmyeah/status/694625709243781120
;2016-02-02 14:44;0;0;"This flu is kicking my ass. In bed, sick as a dog!!";;;;"694622535401369600";https://twitter.com/DerfIbrao/status/694622535401369600
;2016-02-02 14:33;0;0;"CDCgov: Rapid #flu tests can give false negatives. Treat high-risk or very sick patients early regardless of test … http:// 1.usa.gov/1PPZT6Z";;;#flu;"694619732138393600";https://twitter.com/GuilderDan/status/694619732138393600
;2016-02-02 14:32;0;0;"@SoroiyaS Not cold or flu sick . Just the cold wet nose thing. He is ALWAYS a little snotty. (He is in renal failure, but has been for 5yrs)";;@SoroiyaS;;"694619418815520768";https://twitter.com/Bethyo/status/694619418815520768
;2016-02-02 14:32;0;0;"RT CDCgov: Rapid #flu tests can give false negatives. Treat high-risk or very sick patients early regardless of te… http:// ift.tt/1SDgzgP";;;#flu;"694619339006349313";https://twitter.com/predictech/status/694619339006349313
;2016-02-02 14:31;0;1;"The flu is no joke been sick for days";;;;"694619112585220097";https://twitter.com/PoeticFuckThis/status/694619112585220097
;2016-02-02 14:30;0;1;"Sick for my wedding, sick for Christmas, and now getting sick in time for my birthday. Not exactly loving this flu season. Also, am I dying?";;;;"694618897157238784";https://twitter.com/justin_canada/status/694618897157238784
;2016-02-02 14:30;73;36;"Rapid #flu tests can give false negatives. Treat high-risk or very sick patients early regardless of test results http:// 1.usa.gov/1PPZT6Z";;;#flu;"694618843168178177";https://twitter.com/CDCgov/status/694618843168178177
;2016-02-02 14:26;0;0;"Surely I deserve a break & at least 2 whole weeks without being sick in a row? Flu is my best friend. Also John Hughes in these situations.";;;;"694617932198977536";https://twitter.com/laurentbrady/status/694617932198977536
;2016-02-02 14:23;0;0;"Being sick this long should be illegal. Two weeks! Like what the fuck? #flu #fuckmylife";;;#flu #fuckmylife;"694617221692297216";https://twitter.com/MeraShunji/status/694617221692297216
;2016-02-02 14:20;1;1;"RT @drunkitty2000 @littlelelelucy : I love it when people say "well you sound good" I don't have the flu , my body is always sick ! #spoonie";;@drunkitty2000 @littlelelelucy;#spoonie;"694616503157682176";https://twitter.com/Sephure/status/694616503157682176
;2016-02-02 14:18;0;0;"ugh...sooo im getting another cold. i hate flu season #sick #sickagain #fluseason #ifeelshitty";;;#sick #sickagain #fluseason #ifeelshitty;"694615804206321665";https://twitter.com/ShadowCortana/status/694615804206321665
;2016-02-02 14:15;0;0;"Sick daughter with the flu not herself at all!";;;;"694615089177989120";https://twitter.com/ArianneLaurelle/status/694615089177989120
;2016-02-02 14:10;0;1;"Sorry I am not active on social media right now. Have the #flu #sick";;;#flu #sick;"694613877821181953";https://twitter.com/AlanaPancyr/status/694613877821181953
;2016-02-02 14:07;0;0;"Weh flu ago man Chro 󾌠󾌠 — feeling sick";;;;"694613215842557956";https://twitter.com/AshneySignz/status/694613215842557956
;2016-02-02 14:05;0;6;"what do you call it when mcmurphy gets sick ? one FLU over the cuckoo's nest";;;;"694612681941196800";https://twitter.com/HoHS_Theatre/status/694612681941196800
;2016-02-02 14:04;0;0;"Every year, as many as 20% of Americans get sick with the flu , which can cause serious, even lethal... http:// bit.ly/23HwsYM #facts";;;#facts;"694612460129529856";https://twitter.com/FactsFly/status/694612460129529856
;2016-02-02 13:48;0;0;"I'm so sick of that same old flu";;;;"694608265427173376";https://twitter.com/rayaismail05/status/694608265427173376
;2016-02-02 13:47;0;1;"I got the flu shot so I wouldn't get sick but not only am I sick so is Natalia";;;;"694608135462346752";https://twitter.com/aleeexcarranza/status/694608135462346752
;2016-02-02 13:46;0;0;"Have the flu , really sick .... pic.twitter.com/hw6Z4F9S52";;;;"694607918440673280";https://twitter.com/PrimalX775/status/694607918440673280
;2016-02-02 13:43;0;1;"Have not been this sick since I had the flu before Kid was born. Of course @JackKetch1 is not here to go get me ginger ale.";;@JackKetch1;;"694607122349318147";https://twitter.com/jennifergarlen/status/694607122349318147
;2016-02-02 13:30;1;1;"Super Bowl --> super sick ?! Researchers say Super Bowl celebrations spread flu http:// ow.ly/XR5Ou";;;;"694603844391673856";https://twitter.com/APHL/status/694603844391673856
;2016-02-02 13:21;0;0;"There I was BRAGGING about how I escaped The Sick all winter. Fate was tempted. What is this dose? Not a cold or flu - Dreaded Lurgi? #Goon";;;#Goon;"694601676850909185";https://twitter.com/LittleMissAoife/status/694601676850909185
;2016-02-02 13:19;0;1;"One nice bonus for being home sick w the flu . #LCFC are playing. Hope I stay awake for it. Otherwise dvr will catch it.";;;#LCFC;"694600964519538688";https://twitter.com/PuttPuttWA/status/694600964519538688
;2016-02-02 13:15;0;1;"The last thing I want is to be sick with the flum especially a stomach flu . I tried to tough it out but gave up and went to the nurse";;;;"694600058260582400";https://twitter.com/ambie_ambs14/status/694600058260582400
;2016-02-02 13:12;0;2;"I'm actually sick as a dog and now I'm at home BTW I have the flu";;;;"694599326350209025";https://twitter.com/connorcharlew5/status/694599326350209025
;2016-02-02 13:06;1;7;"Stayed Home , Watched #DAYS & I Think Imma Be Sick (Wait I Am I Have Intestinal Flu .) Ugh I Miss The 1986 Steve Earl Johnson";;;#DAYS;"694597863288909824";https://twitter.com/SweethingLittle/status/694597863288909824
;2016-02-02 13:00;0;0;"Avoiding the flu involves more than just avoiding people who are sick [How to Avoid the Flu ] http:// bit.ly/1OE7rUd pic.twitter.com/lC2PTROqr7";;;;"694596155959697409";https://twitter.com/livhome/status/694596155959697409
;2016-02-02 12:58;0;0;"Only good thing about being at home sick with the flu is that I get to catch up on Vanderpump!!";;;;"694595862438252545";https://twitter.com/aliciavirkus/status/694595862438252545
;2016-02-02 12:55;0;2;"If your friend is sick always ask them if theyre okay or not even if its just a flu . I live by this rule.";;;;"694595113289453568";https://twitter.com/mishalpha/status/694595113289453568
;2016-02-02 12:55;0;0;"Why the fuck I put the flu shot?? and in that same week got sick #bodypain #sorethroat #mucusallaround #feelingblah";;;#bodypain #sorethroat #mucusallaround #feelingblah;"694595001960042496";https://twitter.com/Ovyper86/status/694595001960042496
;2016-02-02 12:44;0;1;"@ImAlexHoltti I am sick , I have flu .";;@ImAlexHoltti;;"694592167516463104";https://twitter.com/focusonsebtsb/status/694592167516463104
;2016-02-02 12:39;0;1;"I have been out sick with flu /cold since Thursday. Any1know what's going on in Remnants 1180 class tomorrow? #hcmusic";;;#hcmusic;"694591068600451072";https://twitter.com/O_Gmikey/status/694591068600451072
;2016-02-02 12:39;0;1;"everyone at my house is so sick with the flu ....im terrified to enter my house";;;;"694590901889429505";https://twitter.com/stephanienaida/status/694590901889429505
;2016-02-02 12:37;0;1;"Pretty sick today, but Im not going to let it get me down! Iron pills, Check! Cold/ flu meds, Check! Vitamins, Check! Protein shake, Check!";;;;"694590398132424704";https://twitter.com/justagirlyoukno/status/694590398132424704
;2016-02-02 12:34;0;0;"Was awesome playing the Human Rights show last night... I couldn't do any singing, I'm sick with the flu .. And... http:// fb.me/4TO9jStng";;;;"694589663084810240";https://twitter.com/MTfighter/status/694589663084810240
;2016-02-02 12:27;0;1;"Sick again. anyone else finishing up #thyroidcancer treatment and noticing an increase in flu occurance? @ThyroidCancer4 @ThyroidCancerCa";;@ThyroidCancer4 @ThyroidCancerCa;#thyroidcancer;"694587839724462080";https://twitter.com/teganlaing/status/694587839724462080
;2016-02-02 12:09;0;1;"There is a sick man child in my bed and I still didn't get my flu shot lol #ImGonnaDieAgain";;;#ImGonnaDieAgain;"694583401974616064";https://twitter.com/lillyptran/status/694583401974616064
;2016-02-02 12:07;0;0;"LIVE on #Periscope : stomach flu and sick kids #momlife https://www. pscp.tv/w/aYDn8jUzNjY0 Nzd8MU95S0FYeVdXend4Yiqq1jyCTlrvIehaAdzOYmE7sr-hl990nT7eMMpBuPLY …";;;#Periscope #momlife;"694583003222269953";https://twitter.com/lovingsillygrl/status/694583003222269953
;2016-02-02 12:07;0;0;"In bed sick with flu . Some whiny teenage girl is having a loud & annoying argument with her mother (I think) right outside. #BadNeighbours";;;#BadNeighbours;"694582898222043136";https://twitter.com/RachelMWrites/status/694582898222043136
;2016-02-02 12:02;1;0;"Stop the Flu in Its Tracks with a Solid Mobility Strategy: Sick employees hurt the company bottom ... http:// bit.ly/1KUMu6a #xendesktop";;;#xendesktop;"694581621693947904";https://twitter.com/XenDesktopArmy/status/694581621693947904
;2016-02-02 12:01;0;0;"Woke up with the flu and I feel terrible. I hate being sick . Lord get me out of this quick! Amen!";;;;"694581416399491072";https://twitter.com/RufusBlaq/status/694581416399491072
;2016-02-02 11:58;0;1;"Having the flu in first month of new job is so unacceptable when you haven't got sick time banked yet";;;;"694580596853600257";https://twitter.com/gabriella_cox/status/694580596853600257
;2016-02-02 11:52;1;0;"Actually I'm not as sick as a dog anymore but my head does ache so much. Idk if its because of the flu or medicine.";;;;"694579057208365056";https://twitter.com/Naby__/status/694579057208365056
;2016-02-02 11:51;0;0;"@eefey69 shit you've got boomerang flu that's like having kids get rid of one the next day you get something else do you get sick pay ?";;@eefey69;;"694578815046131712";https://twitter.com/paulys6/status/694578815046131712
;2016-02-02 11:45;0;1;"Day frickin' seven of flu ; I am so tired of being sick . This one snuck past both @melindacasino and I's flu shots.";;@melindacasino;;"694577277791657984";https://twitter.com/jameskew/status/694577277791657984
;2016-02-02 11:42;0;0;"Step 9 of How to Survive Being Sick : (let everyone know your sick ) @tyleroakley I'm sick at home with the flu .";;@tyleroakley;;"694576594111852544";https://twitter.com/MadisonX21/status/694576594111852544
;2016-02-02 11:39;0;1;"I'm sick with the flu !!! this sucks!!!";;;;"694575960017014786";https://twitter.com/bellasmoker/status/694575960017014786
;2016-02-02 11:39;0;0;"Being sick home with the flu for a long time is the worst thing. I'm getting slowly crazy.";;;;"694575803229704193";https://twitter.com/redheadronja/status/694575803229704193
;2016-02-02 11:26;0;0;"at home sick with the flu .. won't be in class tonight #hrt266";;;#hrt266;"694572599628697600";https://twitter.com/sandyksihota31/status/694572599628697600
;2016-02-02 11:24;0;0;"No. Please. Get sick . Catch the flu ...stop this! I love you. RT @AmirKingKhan #CaneloKhan";;@AmirKingKhan;#CaneloKhan;"694572154986323968";https://twitter.com/_SailorKhandi_/status/694572154986323968
;2016-02-02 11:22;0;0;"Getting sick is no joke! Did you know in previous years flu activity most often peaked in February? Here are... http:// fb.me/2bvZWnaOk";;;;"694571521898053633";https://twitter.com/PittsburghOEMHS/status/694571521898053633
;2016-02-02 11:14;0;0;"Why sick days need to exceed flu , cough or cold symptoms. http:// gigdesign.me/sick-days-2/ #humanresourcesforhealth #wellbeing #sickday";;;#humanresourcesforhealth #wellbeing #sickday;"694569478630219780";https://twitter.com/gigdesignllc/status/694569478630219780
;2016-02-02 11:10;0;0;"4 over-the-counter treatments for when you're sick or "battling" flu symptoms via @SeattleMamaDoc http:// goo.gl/kRF3Ae";;@SeattleMamaDoc;;"694568676264140800";https://twitter.com/everettclinic/status/694568676264140800
;2016-02-02 11:07;0;0;"I only think of that because every time one of us is out, the whole office gets an email: "Beez is out sick today. She has stomach flu ."";;;;"694567750929403904";https://twitter.com/BeezHunny/status/694567750929403904
;2016-02-02 11:03;0;0;"Been sick . Not a doctor, but pretty sure I just drank the flu out of me. Could feel when the virus was like, fuck this.";;;;"694566832846573571";https://twitter.com/trips910/status/694566832846573571
;2016-02-02 11:03;1;2;"Why must people who are sick with a virus and/or flu cone to work - like stay home and don't come spreading that shit FFS!";;;;"694566812986507265";https://twitter.com/Kornyx/status/694566812986507265
;2016-02-02 11:02;0;0;"@KEEMSTARx I'd hate to see you sick with something serious. I always find it funny why men become man babies during cold/ flu !";;@KEEMSTARx;;"694566613144588288";https://twitter.com/missajn/status/694566613144588288
;2016-02-02 10:50;0;0;"So I'm super sick and have the flu Yesterday was the worst";;;;"694563599419715585";https://twitter.com/loveon__xoxo/status/694563599419715585
;2016-02-02 10:45;0;0;"RT Alchetron ----> http:// buff.ly/1KRL1NX Did your #doctor told you ? Ever wondered why do you get #fever ?? #disease #flu #Ebola #sick #…";;;#doctor #fever #disease #flu #Ebola #sick #;"694562343318061057";https://twitter.com/stagesofbb/status/694562343318061057
;2016-02-02 10:34;6;4;"Questions about the #flu ? Here are some helpful tips on what to do if your child gets sick : http:// ow.ly/XR3r1 #fluseason";;;#flu #fluseason;"694559639720087553";https://twitter.com/SickKidsNews/status/694559639720087553
;2016-02-02 10:34;0;1;"----> http:// buff.ly/1KRL1NX Did your #doctor told you ? Ever wondered why do you get #fever ?? #disease #flu #Ebola #sick #CDC #healthcare";;;#doctor #fever #disease #flu #Ebola #sick #CDC #healthcare;"694559541925658624";https://twitter.com/Alchetron/status/694559541925658624
;2016-02-02 10:29;0;1;"rt ScentedBychkov: rt tittapitman: "Mom! Please make me a yummy smoothie." Said my sick ( #flu ) #son #vitamin … http:// ift.tt/1PSussG";;;#flu #son #vitamin;"694558312399032320";https://twitter.com/ScentedBychkov/status/694558312399032320
;2016-02-02 10:26;0;0;"Too sick to even describe how sick I am. Don’t be like me, get your flu shots, people!";;;;"694557539166396416";https://twitter.com/Galiala/status/694557539166396416
;2016-02-02 10:25;0;0;"Yoga for when you're sick with a cold or the flu - #yoga #healing #weightloss http:// yogadaily.xyz/yoga-for-when- youre-sick-with-a-cold-or-the-flu-9/ … pic.twitter.com/Hsesoothl0";;;#yoga #healing #weightloss;"694557250753531904";https://twitter.com/YogaDailyNow/status/694557250753531904
;2016-02-02 10:25;0;1;"I am sick don't know what it is possiblbly the flu or a viral infection @olyviaandchoko";;@olyviaandchoko;;"694557189822754816";https://twitter.com/johndavidawesom/status/694557189822754816
;2016-02-02 10:22;0;0;"My nurse during this flu . She's been pretty close since I came home sick yesterday. She just… https://www. instagram.com/p/BBSloQ7vY8o/";;;;"694556590905503744";https://twitter.com/CampbnNicole/status/694556590905503744
;2016-02-02 10:20;0;0;"I'm so sick of having the flu";;;;"694556011651272704";https://twitter.com/sarahrabbitts11/status/694556011651272704
;2016-02-02 10:18;0;0;"it might be flu symptoms but i think I'm getting sick OF YOUR SHIT #REKT";;;#REKT;"694555387782037505";https://twitter.com/REKTbot/status/694555387782037505
;2016-02-02 10:17;0;1;"Since the flu shot I got, I've gotten sick 3 times. I feel like I'm dying rn.";;;;"694555151978221570";https://twitter.com/_arieltp8/status/694555151978221570
;2016-02-02 10:13;0;1;"rt petee72: RT tittapitman: "Mom! Please make me a yummy smoothie." Said my sick ( #flu ) #son #vitamins #anti … http:// ift.tt/1PPpqqE";;;#flu #son #vitamins #anti;"694554310777139200";https://twitter.com/ScentedBychkov/status/694554310777139200
;2016-02-02 10:13;0;1;"rt tittapitman: "Mom! Please make me a yummy smoothie." Said my sick ( #flu ) #son #vitamins #antioxidants … http:// ift.tt/1PPpqqE";;;#flu #son #vitamins #antioxidants;"694554309397254146";https://twitter.com/ScentedBychkov/status/694554309397254146
;2016-02-02 10:08;2;0;"Ukraine: 20 soliders dead, 200 sick after US lab supposedly 'leaked' California Flu . Russia propaganda running w/ it https:// twitter.com/DanKaszeta/sta tus/694540483259932672 …";;;;"694553082101780480";https://twitter.com/heidiponyrider/status/694553082101780480
;2016-02-02 10:02;1;2;""Mom! Please make me a yummy smoothie." Said my sick ( #flu ) #son #vitamins #antioxidants … https://www. instagram.com/p/BBSjQjoIeka/";;;#flu #son #vitamins #antioxidants;"694551370540654592";https://twitter.com/tittapitman/status/694551370540654592
;2016-02-02 10:00;0;0;"Sick , tiredness, headache, flu";;;;"694550865168973825";https://twitter.com/moe_i9/status/694550865168973825
;2016-02-02 09:53;0;0;"Flu cough flu sick fever sore throat";;;;"694549211115884547";https://twitter.com/FluTrackTest/status/694549211115884547
;2016-02-02 09:49;0;0;"Meanwhile, I've gotten some crazy sick bug. I feel like shit, but I'm still hungry-ish. Is that the flu or a cold. Wait. Is this webMD?";;;;"694548108072599552";https://twitter.com/SeanRobbins13/status/694548108072599552
;2016-02-02 09:46;0;0;"Stop the Flu in Its Tracks with a Solid Mobility Strategy - Sick employees hurt the company bottom line. A flu ... http:// ow.ly/3aQZyy";;;;"694547399117783040";https://twitter.com/jonspallone/status/694547399117783040
;2016-02-02 09:45;0;0;"flu fever cough sick";;;;"694547166505869312";https://twitter.com/FluTrackTest/status/694547166505869312
;2016-02-02 09:35;0;0;"Yoga for when you're sick with a cold or the flu - #yoga #workout http:// bit.ly/1RYam02 pic.twitter.com/ACBJJ7ZE8F";;;#yoga #workout;"694544793070878720";https://twitter.com/YogaWorkoutToda/status/694544793070878720
;2016-02-02 09:35;0;1;"Playing the ever popular "is it food poisoning or a stomach flu " yeehaw! — feeling sick";;;;"694544779925803008";https://twitter.com/cultofcali/status/694544779925803008
